ISSN,PMID
0361-929X,36227073
0361-929X,36136072
0361-929X,36112178
0361-929X,36103597
0361-929X,36083146
0361-929X,36073966
0361-929X,35877993
0361-929X,35857035
0361-929X,35857024
0361-929X,35857021
1057-3631,37459648
1057-3631,37350622
1057-3631,37350618
1057-3631,37350617
1057-3631,37350615
1057-3631,37350588
1057-3631,37350579
1057-3631,37276501
1057-3631,37276499
1057-3631,37276498
1057-3631,37267122
1057-3631,37267114
1057-3631,37256675
1057-3631,37256671
1057-3631,37220251
1057-3631,37163722
1057-3631,37163721
1057-3631,37126440
1057-3631,37094582
1057-3631,37094580
1057-3631,37094576
1057-3631,37026869
1057-3631,37026855
1057-3631,37000937
1057-3631,37000935
1057-3631,36947854
1057-3631,36947846
1057-3631,36947830
1057-3631,36947814
1057-3631,36947813
1057-3631,36943230
1057-3631,36917832
1057-3631,36917831
1057-3631,36917830
1057-3631,36917825
1057-3631,36857291
1057-3631,36827702
1057-3631,36827695
1057-3631,36827689
1057-3631,36827687
1057-3631,36827597
1057-3631,36809198
1057-3631,36731061
1057-3631,36730953
1057-3631,36729980
1057-3631,36729965
1057-3631,36729964
1057-3631,36729956
1057-3631,36729668
1057-3631,36727916
1057-3631,36693624
1057-3631,36693623
1057-3631,36657141
1057-3631,36652765
1057-3631,36574731
1057-3631,36519870
1057-3631,36477084
1057-3631,36476941
1057-3631,36461929
1057-3631,36409659
1057-3631,36409658
1057-3631,36409657
1057-3631,36409656
1057-3631,36409655
1057-3631,36409654
1057-3631,36332227
1057-3631,36322042
1057-3631,36240520
1057-3631,36240518
1057-3631,36240517
1057-3631,36214730
1057-3631,36214701
1057-3631,36214674
1057-3631,36214667
1057-3631,36214663
1057-3631,36166657
1057-3631,36166653
1057-3631,36126179
1057-3631,36126174
1057-3631,36112974
1057-3631,36112966
1057-3631,36112964
1057-3631,36094277
1057-3631,36084315
1057-3631,36066885
1057-3631,36066850
1057-3631,36066846
1057-3631,35984709
1057-3631,35984702
1057-3631,35984693
1518-8345,37493727
1518-8345,37493726
1518-8345,37493725
1518-8345,37341261
1518-8345,37341260
1518-8345,37341259
1518-8345,37341258
1518-8345,37341257
1518-8345,37283420
1518-8345,37283419
1518-8345,37283418
1518-8345,37283417
1518-8345,37194897
1518-8345,37194896
1518-8345,37194895
1518-8345,37194894
1518-8345,37194893
1518-8345,37194892
1518-8345,37194891
1518-8345,37194890
1518-8345,37194814
1518-8345,37194813
1518-8345,37194812
1518-8345,37194811
1518-8345,37132716
1518-8345,37075386
1518-8345,37075385
1518-8345,37075384
1518-8345,37075383
1518-8345,36995859
1518-8345,36995858
1518-8345,36995857
1518-8345,36995856
1518-8345,36995855
1518-8345,36995854
1518-8345,36995853
1518-8345,36995852
1518-8345,36995851
1518-8345,36995850
1518-8345,36995849
1518-8345,36995848
1518-8345,36888794
1518-8345,36888793
1518-8345,36888792
1518-8345,36888791
1518-8345,36888790
1518-8345,36888789
1518-8345,36888788
1518-8345,36888787
1518-8345,36790278
1518-8345,36722639
1518-8345,36722638
1518-8345,36722637
1518-8345,36722636
1518-8345,36722635
1518-8345,36722634
1518-8345,36722633
1518-8345,36722632
1518-8345,36722631
1518-8345,36722630
1518-8345,36449930
1518-8345,36449929
1518-8345,36449928
1518-8345,36449927
1518-8345,36449926
1518-8345,36449925
1518-8345,36351095
1518-8345,36351094
1518-8345,36351093
1518-8345,36351092
1518-8345,36351091
1518-8345,36351090
1518-8345,36351089
1518-8345,36351088
1518-8345,36351087
1518-8345,36351086
1518-8345,36351085
1054-7738,37408298
1054-7738,37401801
1054-7738,37395541
1054-7738,37395534
1054-7738,37386861
1054-7738,37382362
1054-7738,37365813
1054-7738,37365807
1054-7738,37345951
1054-7738,37345923
1054-7738,37329124
1054-7738,37264875
1054-7738,37264864
1054-7738,37264856
1054-7738,37264854
1054-7738,37264835
1054-7738,37254308
1054-7738,37248948
1054-7738,37165641
1054-7738,37157815
1054-7738,37132243
1054-7738,37131304
1054-7738,37129107
1054-7738,37060299
1054-7738,36999603
1054-7738,36912100
1054-7738,36912091
1054-7738,36876721
1054-7738,36856297
1054-7738,36851893
1054-7738,36799261
1054-7738,36799258
1054-7738,36788436
1054-7738,36788432
1054-7738,36788427
1054-7738,36760006
1054-7738,36760005
1054-7738,36759970
1054-7738,36744581
1054-7738,36695163
1054-7738,36688335
1054-7738,36688328
1054-7738,36661230
1054-7738,36633263
1054-7738,36633212
1054-7738,36633048
1054-7738,36633042
1054-7738,36625249
1054-7738,36625242
1054-7738,36600589
1054-7738,36591996
1054-7738,36591972
1054-7738,36575868
1054-7738,36541748
1054-7738,36540032
1054-7738,36540028
1054-7738,36540016
1054-7738,36514816
1054-7738,36510673
1054-7738,36476166
1054-7738,36472225
1054-7738,36398789
1054-7738,36384333
1054-7738,36367118
1054-7738,36330590
1054-7738,36285635
1054-7738,36250248
1054-7738,36217962
1054-7738,36217961
1054-7738,36217959
1054-7738,36205377
1054-7738,36200625
1054-7738,36196927
1054-7738,36196898
1054-7738,36169279
1054-7738,36169264
1054-7738,36168717
1054-7738,36168703
1054-7738,36154716
1054-7738,36154305
1054-7738,36113114
1054-7738,36082423
1054-7738,36082422
1054-7738,36082419
1054-7738,36068938
1054-7738,36062527
1054-7738,36062476
1054-7738,36047431
1054-7738,36028990
1054-7738,36000187
1054-7738,35996878
1054-7738,35996872
1054-7738,35950325
1054-7738,35934946
1054-7738,35927950
1054-7738,35923119
1054-7738,35915917
1054-7738,35912847
1054-7738,35912813
1054-7738,35904160
1054-7738,35833270
1054-7738,35726475
1054-7738,35707872
1054-7738,35699515
1054-7738,35676892
1054-7738,35658723
1054-7738,35575288
1054-7738,35536175
1054-7738,35499156
1054-7738,35491560
1054-7738,35440215
1054-7738,35369738
1054-7738,35301902
1054-7738,35291853
1054-7738,35285282
1054-7738,35259946
1054-7738,35209737
1054-7738,35195036
1054-7738,35193414
1054-7738,35156407
1054-7738,35135378
1054-7738,35128973
1054-7738,35114809
1054-7738,35075912
1054-7738,34991360
1054-7738,34971317
1054-7738,34961354
1054-7738,34961346
1054-7738,34955035
1054-7738,34889155
1054-7738,34866443
1054-7738,34866421
1054-7738,34861775
1054-7738,34814745
1054-7738,34802298
1054-7738,32757769
1742-7932,37477049
1742-7932,37470364
1742-7932,37470318
1742-7932,37402502
1742-7932,37401609
1742-7932,37380333
1742-7932,37329161
1742-7932,37312438
1742-7932,37285864
1742-7932,37280150
1742-7932,37199019
1742-7932,37186368
1742-7932,37122100
1742-7932,37122078
1742-7932,37088471
1742-7932,37060244
1742-7932,37057602
1742-7932,36999594
1742-7932,36965136
1742-7932,36960772
1742-7932,36869423
1742-7932,36772871
1742-7932,36772867
1742-7932,36758945
1742-7932,36758540
1742-7932,36755474
1742-7932,36755473
1742-7932,36752048
1742-7932,36732396
1742-7932,36450275
1742-7932,36448530
1742-7932,36410049
1742-7932,36344443
1742-7932,36266923
1742-7932,36254581
1742-7932,36239037
1742-7932,36203310
1742-7932,36191904
1742-7932,36134638
1742-7932,36134507
1742-7932,36116438
1742-7932,36071624
1742-7932,36054594
1742-7932,35920351
1742-7932,35869599
1742-7932,35851728
1742-7932,35770864
1940-4921,37450782
1940-4921,37450781
1940-4921,37450780
1940-4921,37335897
1940-4921,37335896
1940-4921,37335895
1940-4921,37335894
1940-4921,37224446
1940-4921,37159391
1940-4921,37159390
1940-4921,37159389
1940-4921,37159388
1940-4921,37040310
1940-4921,37040309
1940-4921,37040308
1940-4921,36944175
1940-4921,36944174
1940-4921,36944173
1940-4921,36944172
1940-4921,36944171
1940-4921,36881010
1940-4921,36881009
1940-4921,36881008
1940-4921,36692440
1940-4921,36692439
1940-4921,36692438
1940-4921,36692437
1940-4921,36692436
1940-4921,36692435
1940-4921,36692434
1940-4921,36413092
1940-4921,36214739
1940-4921,36214738
1940-4921,36214737
1940-4921,36214736
1940-4921,36214735
0888-0395,37450636
0888-0395,37428983
0888-0395,37428981
0888-0395,37381153
0888-0395,37348005
0888-0395,37318188
0888-0395,37307570
0888-0395,37276525
0888-0395,37224297
0888-0395,37224222
0888-0395,37155567
0888-0395,37155566
0888-0395,37155565
0888-0395,37094378
0888-0395,37094377
0888-0395,37094374
0888-0395,36917823
0888-0395,36877203
0888-0395,36877202
0888-0395,36877201
0888-0395,36857134
0888-0395,36857132
0888-0395,36800500
0888-0395,36749958
0888-0395,36727780
0888-0395,36693626
0888-0395,36622812
0888-0395,36622811
0888-0395,36622810
0888-0395,36622809
0888-0395,36580581
0888-0395,36579898
0888-0395,36383064
0888-0395,36346351
0888-0395,36327108
0888-0395,36318864
0888-0395,36255197
0888-0395,36239517
0888-0395,36219158
0888-0395,36191298
0888-0395,36179675
0888-0395,36179660
0888-0395,36044724
0029-6465,37105661
0029-6465,37105660
0029-6465,37105659
0029-6465,37105658
0029-6465,37105657
0029-6465,37105656
0029-6465,37105655
0029-6465,37105654
0029-6465,37105653
0029-6465,37105652
0029-6465,37105651
0029-6465,37105650
0029-6465,37105649
0029-6465,37105648
0029-6465,36731965
0029-6465,36731964
0029-6465,36731963
0029-6465,36731962
0029-6465,36731961
0029-6465,36731960
0029-6465,36731959
0029-6465,36731958
0029-6465,36731957
0029-6465,36731956
0029-6465,36731955
0029-6465,36731954
0029-6465,36280304
0029-6465,36280303
0029-6465,36280302
0029-6465,36280301
0029-6465,36280300
0029-6465,36280299
0029-6465,36280298
0029-6465,36280297
0029-6465,36280296
0029-6465,36280295
0029-6465,36280294
0029-6465,36280293
0029-6465,36280292
0029-6465,36280291
0029-6465,36280290
1755-6678,37493346
1755-6678,37477914
1755-6678,37434485
1755-6678,37337626
1755-6678,37211923
1755-6678,37076761
1755-6678,37031361
1755-6678,37010245
1755-6678,36949556
1755-6678,36946307
1755-6678,36906846
1755-6678,36788434
1755-6678,36788433
1755-6678,36786046
1755-6678,36734306
1755-6678,36645375
1755-6678,36632716
1755-6678,36571585
1755-6678,36463502
1755-6678,36463498
1755-6678,36461879
1755-6678,36451513
1755-6678,36451338
1755-6678,36394202
1755-6678,36367216
1755-6678,36367215
1755-6678,35780390
1755-6678,35689500
1755-6678,35638610
1755-6678,35637608
1755-6678,35526147
1755-6678,35526118
1755-6678,35338760
1755-6678,35338577
1755-6678,35226408
1755-6678,35226403
1755-6678,35119213
1755-6678,35106917
1755-6678,34971469
1755-6678,34860469
1755-6678,34797030
1755-6678,34791808
1755-6678,34706151
1755-6678,34506070
1755-6678,34346175
2327-6886,37523245
2327-6886,37523244
2327-6886,37523243
2327-6886,37506047
2327-6886,37498967
2327-6886,37494065
2327-6886,37471566
2327-6886,37471564
2327-6886,37471528
2327-6886,37471527
2327-6886,37471525
2327-6886,37410024
2327-6886,37395681
2327-6886,37390463
2327-6886,37390462
2327-6886,37390461
2327-6886,37390460
2327-6886,37339071
2327-6886,37335848
2327-6886,37335847
2327-6886,37294946
2327-6886,37265353
2327-6886,37265352
2327-6886,37265351
2327-6886,37265350
2327-6886,37265349
2327-6886,37261967
2327-6886,37260280
2327-6886,37260274
2327-6886,37260253
2327-6886,37255454
2327-6886,37255433
2327-6886,37249389
2327-6886,37249382
2327-6886,37249381
2327-6886,37229519
2327-6886,37219576
2327-6886,37219563
2327-6886,37192411
2327-6886,37192408
2327-6886,37167595
2327-6886,37163454
2327-6886,37159462
2327-6886,37159448
2327-6886,37159434
2327-6886,37159432
2327-6886,37159426
2327-6886,37159424
2327-6886,37141567
2327-6886,37141565
2327-6886,37141458
2327-6886,37141436
2327-6886,37141430
2327-6886,37125911
2327-6886,37125910
2327-6886,37074260
2327-6886,37071571
2327-6886,37052622
2327-6886,37017504
2327-6886,37017503
2327-6886,37017502
2327-6886,37000126
2327-6886,37000118
2327-6886,36951762
2327-6886,36947689
2327-6886,36947688
2327-6886,36940247
2327-6886,36940171
2327-6886,36927709
2327-6886,36888915
2327-6886,36883934
2327-6886,36883933
2327-6886,36883932
2327-6886,36883931
2327-6886,36881745
2327-6886,36862575
2327-6886,36857537
2327-6886,36857535
2327-6886,36857530
2327-6886,36857528
2327-6886,36763467
2327-6886,36763466
2327-6886,36763465
2327-6886,36763464
2327-6886,36763411
2327-6886,36745041
2327-6886,36745033
2327-6886,36735841
2327-6886,36735568
2327-6886,36729809
2327-6886,36729598
2327-6886,36729579
2327-6886,36728254
2327-6886,36716446
2327-6886,36716223
2327-6886,36649531
2327-6886,36633928
2327-6886,36626394
2327-6886,36602478
2327-6886,36602477
2327-6886,36602476
2327-6886,36602475
2327-6886,36602474
2327-6886,36602473
2327-6886,36602472
2327-6886,36602471
2327-6886,36583675
2327-6886,36538416
2327-6886,36525528
2327-6886,36512806
2327-6886,36490264
2327-6886,36487192
2327-6886,36477389
2327-6886,36476637
2327-6886,36469910
2327-6886,36469909
2327-6886,36469908
2327-6886,36469907
2327-6886,36469906
2327-6886,36469905
2327-6886,36454953
2327-6886,36416562
2327-6886,36367242
2327-6886,36367241
2327-6886,36367240
2327-6886,36367239
2327-6886,36367238
2327-6886,36367237
2327-6886,36354294
2327-6886,36354181
2327-6886,36351176
2327-6886,36346872
2327-6886,36322131
2327-6886,36301148
2327-6886,36256681
2327-6886,36191343
2327-6886,36173946
2327-6886,36166600
2327-6886,36001797
2327-6886,35944226
0278-4807,37470752
0278-4807,37470749
0278-4807,37417866
0278-4807,37417865
0278-4807,37417864
0278-4807,37417863
0278-4807,37417862
0278-4807,37417861
0278-4807,37219389
0278-4807,37133333
0278-4807,37133332
0278-4807,37133331
0278-4807,37133330
0278-4807,37133329
0278-4807,37133328
0278-4807,37133327
0278-4807,36941241
0278-4807,36877180
0278-4807,36857570
0278-4807,36857569
0278-4807,36857568
0278-4807,36857567
0278-4807,36792960
0278-4807,36792958
0278-4807,36792955
0278-4807,36649591
0278-4807,36584275
0278-4807,36584274
0278-4807,36584273
0278-4807,36584272
0278-4807,36541861
0278-4807,36315901
0278-4807,36315900
0278-4807,36315899
0278-4807,36215204
0278-4807,36215177
0278-4807,36210496
0278-4807,36044345
0278-4807,36002927
0278-4807,35883239
0899-5885,37127380
0899-5885,37127379
0899-5885,37127378
0899-5885,37127377
0899-5885,37127376
0899-5885,37127375
0899-5885,37127374
0899-5885,37127373
0899-5885,37127372
0899-5885,37127371
0899-5885,37127370
0899-5885,37127369
0899-5885,37127368
0899-5885,37127367
0899-5885,36774011
0899-5885,36774010
0899-5885,36774009
0899-5885,36774008
0899-5885,36774007
0899-5885,36774006
0899-5885,36774005
0899-5885,36774004
0899-5885,36774003
0899-5885,36336439
0899-5885,36336438
0899-5885,36336437
0899-5885,36336436
0899-5885,36336435
0899-5885,36336434
0899-5885,36336433
0899-5885,36336432
0899-5885,36336431
0899-5885,36336430
0899-5885,36336429
0899-5885,36336428
0899-5885,36336427
0098-9134,37523340
0098-9134,37523339
0098-9134,37523338
0098-9134,37523337
0098-9134,37523336
0098-9134,37523335
0098-9134,37523334
0098-9134,37523333
0098-9134,37379050
0098-9134,37379049
0098-9134,37379048
0098-9134,37379047
0098-9134,37379046
0098-9134,37379045
0098-9134,37379044
0098-9134,37379043
0098-9134,37256761
0098-9134,37256760
0098-9134,37256759
0098-9134,37256758
0098-9134,37256757
0098-9134,37256756
0098-9134,37256755
0098-9134,37256754
0098-9134,37126015
0098-9134,37126014
0098-9134,37126013
0098-9134,37126012
0098-9134,37126011
0098-9134,37126010
0098-9134,37126009
0098-9134,36989477
0098-9134,36989476
0098-9134,36989475
0098-9134,36989474
0098-9134,36989473
0098-9134,36989472
0098-9134,36989471
0098-9134,36989470
0098-9134,36852993
0098-9134,36852992
0098-9134,36852991
0098-9134,36852990
0098-9134,36852989
0098-9134,36852988
0098-9134,36852987
0098-9134,36852986
0098-9134,36719663
0098-9134,36719662
0098-9134,36719661
0098-9134,36719660
0098-9134,36719659
0098-9134,36719658
0098-9134,36719657
0098-9134,36594919
0098-9134,36594918
0098-9134,36594917
0098-9134,36594916
0098-9134,36594915
0098-9134,36594914
0098-9134,36594913
0098-9134,36594911
0098-9134,36594910
0098-9134,36441067
0098-9134,36441066
0098-9134,36441065
0098-9134,36441064
0098-9134,36441063
0098-9134,36441062
0098-9134,36441061
0098-9134,36286506
0098-9134,36286505
0098-9134,36286504
0098-9134,36286503
0098-9134,36286502
0098-9134,36286501
0098-9134,36286500
0098-9134,36286499
0279-3695,37389943
0279-3695,37389942
0279-3695,37389941
0279-3695,37389940
0279-3695,37379124
0279-3695,37379123
0279-3695,37379122
0279-3695,37379121
0279-3695,37379120
0279-3695,37261973
0279-3695,37261972
0279-3695,37261971
0279-3695,37261970
0279-3695,37256749
0279-3695,37256748
0279-3695,37256747
0279-3695,37256746
0279-3695,37256745
0279-3695,37256744
0279-3695,37256743
0279-3695,37134285
0279-3695,37134283
0279-3695,37134282
0279-3695,37134281
0279-3695,37134280
0279-3695,37134279
0279-3695,37129880
0279-3695,37129879
0279-3695,37129878
0279-3695,37129877
0279-3695,37129876
0279-3695,37014738
0279-3695,37014737
0279-3695,37014736
0279-3695,37014735
0279-3695,36989483
0279-3695,36989482
0279-3695,36989481
0279-3695,36989480
0279-3695,36989479
0279-3695,36881809
0279-3695,36881808
0279-3695,36881807
0279-3695,36881806
0279-3695,36881805
0279-3695,36853040
0279-3695,36853039
0279-3695,36853038
0279-3695,36853037
0279-3695,36853036
0279-3695,36853035
0279-3695,36720069
0279-3695,36720068
0279-3695,36720067
0279-3695,36720066
0279-3695,36720054
0279-3695,36720053
0279-3695,36720052
0279-3695,36720051
0279-3695,36595307
0279-3695,36595306
0279-3695,36595305
0279-3695,36595303
0279-3695,36479872
0279-3695,36479871
0279-3695,36479870
0279-3695,36479869
0279-3695,36479868
0279-3695,36445287
0279-3695,36445286
0279-3695,36445285
0279-3695,36445284
0279-3695,36445283
0279-3695,36445282
0279-3695,36445281
0279-3695,36322872
0279-3695,36322871
0279-3695,36322870
0279-3695,36322869
0279-3695,36322868
0279-3695,36322867
0279-3695,36322866
0279-3695,36317837
0279-3695,36317836
0279-3695,36317835
0279-3695,36198123
0279-3695,36198122
0279-3695,36198121
0279-3695,36198120
0279-3695,36099489
0279-3695,36099488
0279-3695,36099487
0279-3695,36099486
0279-3695,36099485
0279-3695,36099484
0279-3695,36099483
0279-3695,36099482
0279-3695,35993727
0279-3695,35993726
0279-3695,35993725
0279-3695,35993724
0279-3695,35858205
0279-3695,35858203
0279-3695,35858202
0279-3695,35858190
0279-3695,35858188
0279-3695,35763396
0279-3695,35763395
0279-3695,35763394
0279-3695,35763393
0279-3695,35714296
0279-3695,35714295
0279-3695,35714294
0279-3695,35522937
0279-3695,35522936
0279-3695,35522934
1012-5302,37482772
1012-5302,37482771
1012-5302,37476991
1012-5302,37458072
1012-5302,37431560
1012-5302,37409731
1012-5302,37401543
1012-5302,37376893
1012-5302,37334888
1012-5302,37317705
1012-5302,37294171
1012-5302,37211814
1012-5302,37211813
1012-5302,37184638
1012-5302,37170597
1012-5302,37132323
1012-5302,37073721
1012-5302,36938606
1012-5302,36938605
1012-5302,36866776
1012-5302,36749189
1012-5302,36715654
1012-5302,36695490
1012-5302,36692080
1012-5302,36692079
1012-5302,36625280
1012-5302,36602257
1012-5302,36533861
1012-5302,36468879
1012-5302,36458364
1012-5302,36426563
1012-5302,36416381
1012-5302,36416114
1012-5302,36416107
1012-5302,36349762
1012-5302,36325985
1012-5302,36269006
1012-5302,36255740
1012-5302,35997038
1012-5302,35946983
1012-5302,35904486
1012-5302,35801318
1012-5302,35770717
1012-5302,35766506
1012-5302,35587232
1012-5302,35549711
1012-5302,35318856
1012-5302,35301868
1012-5302,35023379
1539-0136,37380603
1539-0136,37354039
1539-0136,37350482
1539-0136,37350011
1539-0136,37278118
1539-0136,37031356
1539-0136,36815610
1539-0136,36815596
1539-0136,36808815
1539-0136,36583429
1539-0136,36478389
1539-0136,36463504
1539-0136,36419370
1539-0136,36371673
1539-0136,36316154
1539-0136,36285418
1089-9472,37452818
1089-9472,37452817
1089-9472,37389502
1089-9472,37354144
1089-9472,37330723
1089-9472,37330722
1089-9472,37318438
1089-9472,37318437
1089-9472,37318436
1089-9472,37318435
1089-9472,37278686
1089-9472,37269281
1089-9472,37269280
1089-9472,37269279
1089-9472,37269278
1089-9472,37269277
1089-9472,37269276
1089-9472,37269275
1089-9472,37269274
1089-9472,37269273
1089-9472,37245134
1089-9472,37227366
1089-9472,37212753
1089-9472,37211374
1089-9472,37211373
1089-9472,37211372
1089-9472,37211371
1089-9472,37191598
1089-9472,37178089
1089-9472,37162424
1089-9472,37086240
1089-9472,37074249
1089-9472,37031060
1089-9472,37019810
1089-9472,36997388
1089-9472,36990948
1089-9472,36967679
1089-9472,36967302
1089-9472,36965925
1089-9472,36965924
1089-9472,36965923
1089-9472,36894381
1089-9472,36872106
1089-9472,36872105
1089-9472,36863918
1089-9472,36858859
1089-9472,36828701
1089-9472,36822995
1089-9472,36822994
1089-9472,36803738
1089-9472,36803737
1089-9472,36803736
1089-9472,36754770
1089-9472,36732124
1089-9472,36732123
1089-9472,36732122
1089-9472,36717345
1089-9472,36710235
1089-9472,36697346
1089-9472,36697345
1089-9472,36697131
1089-9472,36697130
1089-9472,36697129
1089-9472,36697128
1089-9472,36690512
1089-9472,36670045
