ISSN,PMID,DOI
0193-9459,34250869,10.1177/01939459211030344
0193-9459,34238084,10.1177/01939459211028908
0193-9459,34238076,10.1177/01939459211029296
0193-9459,34238074,10.1177/01939459211030335
0193-9459,34196233,10.1177/01939459211028666
0193-9459,34166141,10.1177/01939459211027655
0193-9459,34137309,10.1177/01939459211024646
0193-9459,32880238,10.1177/0193945920956599
0737-1209,37495551,10.1111/phn.13233
0737-1209,37495542,10.1111/phn.13231
0737-1209,37489766,10.1111/phn.13232
0737-1209,37489515,10.1111/phn.13230
0737-1209,37482903,10.1111/phn.13229
0737-1209,37475212,10.1111/phn.13228
0737-1209,37462182,10.1111/phn.13227
0737-1209,37443414,10.1111/phn.13226
0737-1209,37424148,10.1111/phn.13224
0737-1209,37415444,10.1111/phn.13225
0737-1209,37408331,10.1111/phn.13222
0737-1209,37392096,10.1111/phn.13223
0737-1209,37357425,10.1111/phn.13221
0737-1209,37317821,10.1111/phn.13220
0737-1209,37312592,10.1111/phn.13219
0737-1209,37289142,10.1111/phn.13218
0737-1209,37270674,10.1111/phn.13217
0737-1209,37254698,10.1111/phn.13215
0737-1209,37254592,10.1111/phn.13216
0737-1209,37232390,10.1111/phn.13214
0737-1209,37232054,10.1111/phn.13213
0737-1209,37177843,10.1111/phn.13206
0737-1209,37166791,10.1111/phn.13202
0737-1209,37141152,10.1111/phn.13201
0737-1209,37132283,10.1111/phn.13205
0737-1209,37132164,10.1111/phn.13204
0737-1209,37119004,10.1111/phn.13196
0737-1209,37114457,10.1111/phn.13203
0737-1209,37102455,10.1111/phn.13197
0737-1209,37098690,10.1111/phn.13198
0737-1209,37083040,10.1111/phn.13199
0737-1209,37079434,10.1111/phn.13200
0737-1209,37042082,10.1111/phn.13195
0737-1209,37038361,10.1111/phn.13194
0737-1209,36961114,10.1111/phn.13193
0737-1209,36943180,10.1111/phn.13192
0737-1209,36943178,10.1111/phn.13190
0737-1209,36942483,10.1111/phn.13188
0737-1209,36938938,10.1111/phn.13189
0737-1209,36929652,10.1111/phn.13187
0737-1209,36895127,10.1111/phn.13184
0737-1209,36882994,10.1111/phn.13186
0737-1209,36880197,10.1111/phn.13182
0737-1209,36880176,10.1111/phn.13183
0737-1209,36872915,10.1111/phn.13185
0737-1209,36872883,10.1111/phn.13181
0737-1209,36872643,10.1111/phn.13169
0737-1209,36811301,10.1111/phn.13180
0737-1209,36805622,10.1111/phn.13179
0737-1209,36760037,10.1111/phn.13173
0737-1209,36748309,10.1111/phn.13178
0737-1209,36740747,10.1111/phn.13177
0737-1209,36726349,10.1111/phn.13175
0737-1209,36718549,10.1111/phn.13174
0737-1209,36710566,10.1111/phn.13176
0737-1209,36703615,10.1111/phn.13172
0737-1209,36683284,10.1111/phn.13171
0737-1209,36662767,10.1111/phn.13167
0737-1209,36633577,10.1111/phn.13166
0737-1209,36633567,10.1111/phn.13170
0737-1209,36625331,10.1111/phn.13168
0737-1209,36604827,10.1111/phn.13163
0737-1209,36580068,10.1111/phn.13165
0737-1209,36571788,10.1111/phn.13164
0737-1209,36527363,10.1111/phn.13158
0737-1209,36519958,10.1111/phn.13157
0737-1209,36519942,10.1111/phn.13161
0737-1209,36519928,10.1111/phn.13162
0737-1209,36510672,10.1111/phn.13159
0737-1209,36510671,10.1111/phn.13155
0737-1209,36495224,10.1111/phn.13160
0737-1209,36478298,10.1111/phn.13153
0737-1209,36437531,10.1111/phn.13156
0737-1209,36427051,10.1111/phn.13154
0737-1209,36413060,10.1111/phn.13145
0737-1209,36380448,10.1111/phn.13152
0737-1209,36377302,10.1111/phn.13151
0737-1209,36372956,10.1111/phn.13149
0737-1209,36372954,10.1111/phn.13146
0737-1209,36372948,10.1111/phn.13150
0737-1209,36352831,10.1111/phn.13148
0737-1209,36345609,10.1111/phn.13140
0737-1209,36300834,10.1111/phn.13142
0737-1209,36300833,10.1111/phn.13143
0737-1209,36300832,10.1111/phn.13135
0737-1209,36285363,10.1111/phn.13139
0737-1209,36271604,10.1111/phn.13141
0737-1209,36259565,10.1111/phn.13144
0737-1209,36251216,10.1111/phn.13136
0737-1209,36217564,10.1111/phn.13138
0737-1209,36168152,10.1111/phn.13134
0737-1209,36163702,10.1111/phn.13132
0737-1209,36128933,10.1111/phn.13137
0737-1209,36128924,10.1111/phn.13133
0737-1209,36069312,10.1111/phn.13131
0737-1209,36062958,10.1111/phn.13129
0737-1209,36053216,10.1111/phn.13125
0737-1209,36037409,10.1111/phn.13124
0737-1209,36029140,10.1111/phn.13130
0737-1209,36029122,10.1111/phn.13128
0737-1209,36029098,10.1111/phn.13119
0737-1209,36000571,10.1111/phn.13126
0737-1209,36000570,10.1111/phn.13127
0737-1209,35971907,10.1111/phn.13123
0737-1209,35899984,10.1111/phn.13122
0737-1209,35899908,10.1111/phn.13121
0737-1209,35864583,10.1111/phn.13116
0737-1209,35864557,10.1111/phn.13120
0737-1209,35844065,10.1111/phn.13115
0737-1209,35810456,10.1111/phn.13118
0737-1209,35802357,10.1111/phn.13117
0737-1209,35801999,10.1111/phn.13110
0737-1209,35796329,10.1111/phn.13113
0737-1209,35789117,10.1111/phn.13114
0737-1209,35763836,10.1111/phn.13111
0737-1209,35751908,10.1111/phn.13112
0737-1209,35714669,10.1111/phn.13107
0737-1209,35714667,10.1111/phn.13109
0737-1209,35714655,10.1111/phn.13108
0737-1209,35689836,10.1111/phn.13096
0737-1209,35689835,10.1111/phn.13106
0737-1209,35666995,10.1111/phn.13099
0737-1209,35654084,10.1111/phn.13097
0737-1209,35609208,10.1111/phn.13098
0737-1209,35594576,10.1111/phn.13095
0361-929X,37406197,10.1097/NMC.0000000000000946
0361-929X,37365712,10.1097/NMC.0000000000000934
0361-929X,37365711,10.1097/NMC.0000000000000933
0361-929X,37365710,10.1097/NMC.0000000000000923
0361-929X,37365708,10.1097/NMC.0000000000000932
0361-929X,37365707,10.1097/NMC.0000000000000931
0361-929X,37365706,10.1097/NMC.0000000000000920
0361-929X,37365705,10.1097/NMC.0000000000000922
0361-929X,37365704,10.1097/NMC.0000000000000929
0361-929X,37365703,10.1097/NMC.0000000000000930
0361-929X,37365702,10.1097/NMC.0000000000000925
0361-929X,37335549,10.1097/NMC.0000000000000919
0361-929X,37326600,10.1097/NMC.0000000000000939
0361-929X,37326551,10.1097/NMC.0000000000000940
0361-929X,37326514,10.1097/NMC.0000000000000938
0361-929X,37101337,10.1097/NMC.0000000000000916
0361-929X,37101336,10.1097/NMC.0000000000000917
0361-929X,37101335,10.1097/NMC.0000000000000915
0361-929X,37101333,10.1097/NMC.0000000000000914
0361-929X,37101332,10.1097/NMC.0000000000000913
0361-929X,37101331,10.1097/NMC.0000000000000906
0361-929X,37101330,10.1097/NMC.0000000000000905
0361-929X,37101329,10.1097/NMC.0000000000000909
0361-929X,37101328,10.1097/NMC.0000000000000910
0361-929X,36988297,10.1097/NMC.0000000000000918
0361-929X,36943899,10.1097/NMC.0000000000000927
0361-929X,36943874,10.1097/NMC.0000000000000928
0361-929X,36943837,10.1097/NMC.0000000000000926
0361-929X,36943828,10.1097/NMC.0000000000000924
0361-929X,36823733,10.1097/NMC.0000000000000902
0361-929X,36823732,10.1097/NMC.0000000000000903
0361-929X,36823731,10.1097/NMC.0000000000000894
0361-929X,36823729,10.1097/NMC.0000000000000900
0361-929X,36823728,10.1097/NMC.0000000000000898
0361-929X,36823727,10.1097/NMC.0000000000000888
0361-929X,36823726,10.1097/NMC.0000000000000897
0361-929X,36823725,10.1097/NMC.0000000000000892
0361-929X,36823724,10.1097/NMC.0000000000000899
0361-929X,36823723,10.1097/NMC.0000000000000895
0361-929X,36744889,10.1097/NMC.0000000000000912
0361-929X,36744869,10.1097/NMC.0000000000000908
0361-929X,36744867,10.1097/NMC.0000000000000907
0361-929X,36744856,10.1097/NMC.0000000000000911
0361-929X,36729894,10.1097/NMC.0000000000000891
0361-929X,36729885,10.1097/NMC.0000000000000893
0361-929X,36472495,10.1097/NMC.0000000000000889
0361-929X,36472494,10.1097/NMC.0000000000000890
0361-929X,36469900,10.1097/NMC.0000000000000885
0361-929X,36469899,10.1097/NMC.0000000000000884
0361-929X,36469897,10.1097/NMC.0000000000000882
0361-929X,36469896,10.1097/NMC.0000000000000883
0361-929X,36469895,10.1097/NMC.0000000000000874
0361-929X,36469894,10.1097/NMC.0000000000000879
0361-929X,36469893,10.1097/NMC.0000000000000881
0361-929X,36469892,10.1097/NMC.0000000000000880
0361-929X,36469891,10.1097/NMC.0000000000000872
0361-929X,36227083,10.1097/NMC.0000000000000870
0361-929X,36227082,10.1097/NMC.0000000000000869
0361-929X,36227081,10.1097/NMC.0000000000000868
0361-929X,36227079,10.1097/NMC.0000000000000864
0361-929X,36227078,10.1097/NMC.0000000000000867
0361-929X,36227077,10.1097/NMC.0000000000000856
0361-929X,36227076,10.1097/NMC.0000000000000857
0361-929X,36227075,10.1097/NMC.0000000000000863
0361-929X,36227074,10.1097/NMC.0000000000000866
0361-929X,36227073,10.1097/NMC.0000000000000865
0361-929X,36136072,10.1097/NMC.0000000000000877
0361-929X,36112178,10.1097/NMC.0000000000000875
0361-929X,36103597,10.1097/NMC.0000000000000876
0361-929X,36083146,10.1097/NMC.0000000000000878
0361-929X,36073966,10.1097/NMC.0000000000000871
0361-929X,35877993,10.1097/NMC.0000000000000861
0361-929X,35857035,10.1097/NMC.0000000000000862
0361-929X,35857024,10.1097/NMC.0000000000000859
0361-929X,35857021,10.1097/NMC.0000000000000860
1057-3631,37459648,10.1097/NCQ.0000000000000737
1057-3631,37350622,10.1097/NCQ.0000000000000731
1057-3631,37350618,10.1097/NCQ.0000000000000734
1057-3631,37350617,10.1097/NCQ.0000000000000732
1057-3631,37350615,10.1097/NCQ.0000000000000733
1057-3631,37350588,10.1097/NCQ.0000000000000729
1057-3631,37350579,10.1097/NCQ.0000000000000728
1057-3631,37276501,10.1097/NCQ.0000000000000725
1057-3631,37276499,10.1097/NCQ.0000000000000727
1057-3631,37276498,10.1097/NCQ.0000000000000723
1057-3631,37267122,10.1097/NCQ.0000000000000726
1057-3631,37267114,10.1097/NCQ.0000000000000722
1057-3631,37256675,10.1097/NCQ.0000000000000718
1057-3631,37256671,10.1097/NCQ.0000000000000724
1057-3631,37220251,10.1097/NCQ.0000000000000721
1057-3631,37163722,10.1097/NCQ.0000000000000720
1057-3631,37163721,10.1097/NCQ.0000000000000719
1057-3631,37126440,10.1097/NCQ.0000000000000715
1057-3631,37094582,10.1097/NCQ.0000000000000713
1057-3631,37094580,10.1097/NCQ.0000000000000716
1057-3631,37094576,10.1097/NCQ.0000000000000717
1057-3631,37026869,10.1097/NCQ.0000000000000712
1057-3631,37026855,10.1097/NCQ.0000000000000714
1057-3631,37000937,10.1097/NCQ.0000000000000711
1057-3631,37000935,10.1097/NCQ.0000000000000697
1057-3631,36947854,10.1097/NCQ.0000000000000710
1057-3631,36947846,10.1097/NCQ.0000000000000706
1057-3631,36947830,10.1097/NCQ.0000000000000707
1057-3631,36947814,10.1097/NCQ.0000000000000705
1057-3631,36947813,10.1097/NCQ.0000000000000695
1057-3631,36943230,10.1097/NCQ.0000000000000709
1057-3631,36917832,10.1097/NCQ.0000000000000703
1057-3631,36917831,10.1097/NCQ.0000000000000704
1057-3631,36917830,10.1097/NCQ.0000000000000702
1057-3631,36917825,10.1097/NCQ.0000000000000708
1057-3631,36857291,10.1097/NCQ.0000000000000698
1057-3631,36827702,10.1097/NCQ.0000000000000700
1057-3631,36827695,10.1097/NCQ.0000000000000701
1057-3631,36827689,10.1097/NCQ.0000000000000694
1057-3631,36827687,10.1097/NCQ.0000000000000696
1057-3631,36827597,10.1097/NCQ.0000000000000693
1057-3631,36809198,10.1097/NCQ.0000000000000699
1057-3631,36731061,10.1097/NCQ.0000000000000647
1057-3631,36730953,10.1097/NCQ.0000000000000675
1057-3631,36729980,10.1097/NCQ.0000000000000678
1057-3631,36729965,10.1097/NCQ.0000000000000680
1057-3631,36729964,10.1097/NCQ.0000000000000681
1057-3631,36729956,10.1097/NCQ.0000000000000679
1057-3631,36729668,10.1097/NCQ.0000000000000685
1057-3631,36727916,10.1097/NCQ.0000000000000688
1057-3631,36693624,10.1097/NCQ.0000000000000689
1057-3631,36693623,10.1097/NCQ.0000000000000692
1057-3631,36657141,10.1097/NCQ.0000000000000690
1057-3631,36652765,10.1097/NCQ.0000000000000691
1057-3631,36574731,10.1097/NCQ.0000000000000687
1057-3631,36519870,10.1097/NCQ.0000000000000686
1057-3631,36477084,10.1097/NCQ.0000000000000684
1057-3631,36476941,10.1097/NCQ.0000000000000683
1057-3631,36461929,10.1097/NCQ.0000000000000682
1057-3631,36409659,10.1097/NCQ.0000000000000677
1057-3631,36409658,10.1097/NCQ.0000000000000666
1057-3631,36409657,10.1097/NCQ.0000000000000654
1057-3631,36409656,10.1097/NCQ.0000000000000641
1057-3631,36409655,10.1097/NCQ.0000000000000657
1057-3631,36409654,10.1097/NCQ.0000000000000674
1057-3631,36332227,10.1097/NCQ.0000000000000668
1057-3631,36322042,10.1097/NCQ.0000000000000676
1057-3631,36240520,10.1097/NCQ.0000000000000667
1057-3631,36240518,10.1097/NCQ.0000000000000671
1057-3631,36240517,10.1097/NCQ.0000000000000669
1057-3631,36214730,10.1097/NCQ.0000000000000670
1057-3631,36214701,10.1097/NCQ.0000000000000672
1057-3631,36214674,10.1097/NCQ.0000000000000661
1057-3631,36214667,10.1097/NCQ.0000000000000664
1057-3631,36214663,10.1097/NCQ.0000000000000673
1057-3631,36166657,10.1097/NCQ.0000000000000662
1057-3631,36166653,10.1097/NCQ.0000000000000660
1057-3631,36126179,10.1097/NCQ.0000000000000663
1057-3631,36126174,10.1097/NCQ.0000000000000665
1057-3631,36112974,10.1097/NCQ.0000000000000659
1057-3631,36112966,10.1097/NCQ.0000000000000649
1057-3631,36112964,10.1097/NCQ.0000000000000655
1057-3631,36094277,10.1097/NCQ.0000000000000645
1057-3631,36084315,10.1097/NCQ.0000000000000648
1057-3631,36066885,10.1097/NCQ.0000000000000651
1057-3631,36066850,10.1097/NCQ.0000000000000646
1057-3631,36066846,10.1097/NCQ.0000000000000656
1057-3631,35984709,10.1097/NCQ.0000000000000642
1057-3631,35984702,10.1097/NCQ.0000000000000643
1057-3631,35984693,10.1097/NCQ.0000000000000653
1518-8345,37493727,10.1590/1518-8345.6463.3962
1518-8345,37493726,10.1590/1518-8345.6746.3959
1518-8345,37493725,10.1590/1518-8345.6627.3956
1518-8345,37341261,10.1590/1518-8345.0000.3965
1518-8345,37341260,10.1590/1518-8345.6641.3953
1518-8345,37341259,10.1590/1518-8345.6497.3947
1518-8345,37341258,10.1590/1518-8345.6628.3944
1518-8345,37341257,10.1590/1518-8345.6058.3941
1518-8345,37283420,10.1590/1518-8345.6690.3950
1518-8345,37283419,10.1590/1518-8345.6585.3938
1518-8345,37283418,10.1590/1518-8345.6172.3932
1518-8345,37283417,10.1590/1518-8345.6167.3848
1518-8345,37194897,10.1590/1518-8345.6648.3929
1518-8345,37194896,10.1590/1518-8345.6388.3926
1518-8345,37194895,10.1590/1518-8345.6482.3917
1518-8345,37194894,10.1590/1518-8345.6414.3911
1518-8345,37194893,10.1590/1518-8345.6423.3908
1518-8345,37194892,10.1590/1518-8345.6366.3896
1518-8345,37194891,10.1590/1518-8345.6364.3893
1518-8345,37194890,10.1590/1518-8345.6386.3851
1518-8345,37194814,10.1590/1518-8345.6554.3935
1518-8345,37194813,10.1590/1518-8345.6504.3923
1518-8345,37194812,10.1590/1518-8345.6287.3914
1518-8345,37194811,10.1590/1518-8345.6397.3902
1518-8345,37132716,10.1590/1518-8345.6327.3890
1518-8345,37075386,10.1590/1518-8345.0000.3920
1518-8345,37075385,10.1590/1518-8345.6468.3899
1518-8345,37075384,10.1590/1518-8345.6315.3884
1518-8345,37075383,10.1590/1518-8345.6177.3857
1518-8345,36995859,10.1590/1518-8345.0000.3906
1518-8345,36995858,10.1590/1518-8345.6032.3888
1518-8345,36995857,10.1590/1518-8345.6102.3881
1518-8345,36995856,10.1590/1518-8345.6211.3878
1518-8345,36995855,10.1590/1518-8345.6488.3875
1518-8345,36995854,10.1590/1518-8345.6272.3866
1518-8345,36995853,10.1590/1518-8345.6224.3864
1518-8345,36995852,10.1590/1518-8345.6317.3861
1518-8345,36995851,10.1590/1518-8345.6202.3855
1518-8345,36995850,10.1590/1518-8345.6017-3839
1518-8345,36995849,10.1590/1518-8345.6231.3837
1518-8345,36995848,10.1590/1518-8345.5937.3761
1518-8345,36888794,10.1590/1518-8345.6123.3831
1518-8345,36888793,10.1590/1518-8345.6101.3828
1518-8345,36888792,10.1590/1518-8345.6309.3798
1518-8345,36888791,10.1590/1518-8345.6043.3795
1518-8345,36888790,10.1590/1518-8345.5694.3780
1518-8345,36888789,10.1590/1518-8345.6149.3768
1518-8345,36888788,10.1590/1518-8345.6230.3738
1518-8345,36888787,10.1590/1518-8345.5552.3726
1518-8345,36790278,10.1590/1518-8345.5928.3690
1518-8345,36722639,10.1590/1518-8345.6220.3825
1518-8345,36722638,10.1590/1518-8345.6039.3822
1518-8345,36722637,10.1590/1518-8345.6214.3819
1518-8345,36722636,10.1590/1518-8345.6057.3816
1518-8345,36722635,10.1590/1518-8345.6128.3813
1518-8345,36722634,10.1590/1518-8345.6107.3765
1518-8345,36722633,10.1590/1518-8345.6071.3747
1518-8345,36722632,10.1590/1518-8345.6215.3741
1518-8345,36722631,10.1590/1518-8345.5998.3720
1518-8345,36722630,10.1590/1518-8345.5935.3657
1518-8345,36449930,10.1590/1518-8345.6302.3846
1518-8345,36449929,10.1590/1518-8345.6239.3843
1518-8345,36449928,10.1590/1518-8345.6296.3834
1518-8345,36449927,10.1590/1518-8345.6276.3810
1518-8345,36449926,10.1590/1518-8345.6240.3807
1518-8345,36449925,10.1590/1518-8345.6285.3804
1518-8345,36351095,10.1590/1518-8345.0000.3873
1518-8345,36351094,10.1590/1518-8345.6122.3801
1518-8345,36351093,10.1590/1518-8345.6293.3792
1518-8345,36351092,10.1590/1518-8345.6294.3789
1518-8345,36351091,10.1590/1518-8345.6252.3786
1518-8345,36351090,10.1590/1518-8345.6154.3759
1518-8345,36351089,10.1590/1518-8345.6250.3756
1518-8345,36351088,10.1590/1518-8345.6243.3753
1518-8345,36351087,10.1590/1518-8345.6273.3744
1518-8345,36351086,10.1590/1518-8345.6265.3735
1518-8345,36351085,10.1590/1518-8345.6245.3717
1054-7738,37408298,10.1177/10547738231184923
1054-7738,37401801,10.1177/10547738231184295
1054-7738,37395541,10.1177/10547738231185243
1054-7738,37395534,10.1177/10547738231184085
1054-7738,37386861,10.1177/10547738231182550
1054-7738,37382362,10.1177/10547738231184935
1054-7738,37365813,10.1177/10547738231183210
1054-7738,37365807,10.1177/10547738231183207
1054-7738,37345951,10.1177/10547738231183026
1054-7738,37345923,10.1177/10547738231182190
1054-7738,37329124,10.1177/10547738231180337
1054-7738,37264875,10.1177/10547738231177480
1054-7738,37264864,10.1177/10547738231181164
1054-7738,37264856,10.1177/10547738231177332
1054-7738,37264854,10.1177/10547738231177395
1054-7738,37264835,10.1177/10547738231177331
1054-7738,37254308,10.1177/10547738231177481
1054-7738,37248948,10.1177/10547738231164394
1054-7738,37165641,10.1177/10547738231173754
1054-7738,37157815,10.1177/10547738231168465
1054-7738,37132243,10.1177/10547738231170496
1054-7738,37131304,10.1177/10547738231167377
1054-7738,37129107,10.1177/10547738231165721
1054-7738,37060299,10.1177/10547738231165886
1054-7738,36999603,10.1177/10547738231164395
1054-7738,36912100,10.1177/10547738231156151
1054-7738,36912091,10.1177/10547738231159062
1054-7738,36876721,10.1177/10547738231159045
1054-7738,36856297,10.1177/10547738231157157
1054-7738,36851893,10.1177/10547738231156148
1054-7738,36799261,10.1177/10547738231155729
1054-7738,36799258,10.1177/10547738231157801
1054-7738,36788436,10.1177/10547738231154133
1054-7738,36788432,10.1177/10547738221147402
1054-7738,36788427,10.1177/10547738231155266
1054-7738,36760006,10.1177/10547738231155298
1054-7738,36760005,10.1177/10547738231154326
1054-7738,36759970,10.1177/10547738231154130
1054-7738,36744581,10.1177/10547738221149895
1054-7738,36695163,10.1177/10547738221147754
1054-7738,36688335,10.1177/10547738221149811
1054-7738,36688328,10.1177/10547738221150425
1054-7738,36661230,10.1177/10547738221149455
1054-7738,36633263,10.1177/10547738221146052
1054-7738,36633212,10.1177/10547738221148150
1054-7738,36633048,10.1177/10547738221150118
1054-7738,36633042,10.1177/10547738221146603
1054-7738,36625249,10.1177/10547738221146415
1054-7738,36625242,10.1177/10547738221146461
1054-7738,36600589,10.1177/10547738221144207
1054-7738,36591996,10.1177/10547738221146463
1054-7738,36591972,10.1177/10547738221147266
1054-7738,36575868,10.1177/10547738221148148
1054-7738,36541748,10.1177/10547738221144214
1054-7738,36540032,10.1177/10547738221141369
1054-7738,36540028,10.1177/10547738221141224
1054-7738,36540016,10.1177/10547738221136470
1054-7738,36514816,10.1177/10547738221143664
1054-7738,36510673,10.1177/10547738221143230
1054-7738,36476166,10.1177/10547738221141390
1054-7738,36472225,10.1177/10547738221141232
1054-7738,36398789,10.1177/10547738221136678
1054-7738,36384333,10.1177/10547738221136668
1054-7738,36367118,10.1177/10547738221134564
1054-7738,36330590,10.1177/10547738221138675
1054-7738,36285635,10.1177/10547738221132096
1054-7738,36250248,10.1177/10547738221129711
1054-7738,36217962,10.1177/10547738221122670
1054-7738,36217961,10.1177/10547738221128700
1054-7738,36217959,10.1177/10547738221126003
1054-7738,36205377,10.1177/10547738221126325
1054-7738,36200625,10.1177/10547738221132603
1054-7738,36196927,10.1177/10547738221128412
1054-7738,36196898,10.1177/10547738221125991
1054-7738,36169279,10.1177/10547738221120733
1054-7738,36169264,10.1177/10547738221120338
1054-7738,36168717,10.1177/10547738221119338
1054-7738,36168703,10.1177/10547738221119343
1054-7738,36154716,10.1177/10547738221125632
1054-7738,36154305,10.1177/10547738221119346
1054-7738,36113114,10.1177/10547738221120339
1054-7738,36082423,10.1177/10547738221121447
1054-7738,36082422,10.1177/10547738221114713
1054-7738,36082419,10.1177/10547738221119344
1054-7738,36068938,10.1177/10547738221121437
1054-7738,36062527,10.1177/10547738221121028
1054-7738,36062476,10.1177/10547738221114588
1054-7738,36047431,10.1177/10547738221112746
1054-7738,36028990,10.1177/10547738221115229
1054-7738,36000187,10.1177/10547738221112754
1054-7738,35996878,10.1177/10547738221113385
1054-7738,35996872,10.1177/10547738221112745
1054-7738,35950325,10.1177/10547738221114013
1054-7738,35934946,10.1177/10547738221114710
1054-7738,35927950,10.1177/10547738221115231
1054-7738,35923119,10.1177/10547738221113904
1054-7738,35915917,10.1177/10547738221112759
1054-7738,35912847,10.1177/10547738221115239
